Search_ID,User_ID,Search_Query,Recommended_Content,Clicked_Content,Recommendation_Score,Timestamp
SRCH00013169,882946,Comedy Shows,CONT7600,CONT4404,0.23,2026-05-05 20:34:06
SRCH00013170,893410,KDrama,CONT2790,CONT1800,0.42,2025-12-31 12:48:35
SRCH00013171,149603,Action Movies,CONT3730,CONT4348,0.93,2025-09-06 11:05:00
SRCH00013172,630832,KDrama,CONT9348,CONT2631,0.65,2025-09-16 05:22:42
SRCH00013173,493152,KDrama,CONT7812,CONT2430,0.77,2025-11-10 00:12:41
SRCH00013174,947660,Comedy Shows,CONT7182,CONT6114,0.2,2026-04-05 03:13:59
SRCH00013175,625859,Comedy Shows,CONT3139,CONT8623,0.68,2025-07-29 15:43:52
SRCH00013176,151392,Comedy Shows,CONT5310,CONT5500,0.41,2026-04-15 10:58:02
SRCH00013177,780542,Comedy Shows,CONT6942,CONT7991,0.46,2026-05-13 02:15:05
SRCH00013178,460365,KDrama,CONT1187,CONT6970,0.57,2025-07-23 23:12:14
SRCH00013179,610895,KDrama,CONT7701,CONT6644,0.98,2025-06-23 16:41:12
SRCH00013180,645231,KDrama,CONT2993,CONT1543,0.14,2025-11-17 22:52:04
SRCH00013181,595531,IPL,CONT5630,CONT4149,0.05,2026-02-25 05:46:46
SRCH00013182,372743,Action Movies,CONT5939,CONT8922,0.59,2026-03-06 10:55:38
SRCH00013183,883989,Comedy Shows,CONT1692,CONT9965,0.86,2025-07-30 02:36:39
SRCH00013184,437981,Sci-Fi,CONT3220,CONT2371,0.04,2026-01-09 12:23:57
SRCH00013185,508376,Comedy Shows,CONT4774,CONT3695,0.73,2025-12-06 12:00:05
SRCH00013186,309691,KDrama,CONT9780,CONT2334,0.94,2026-03-03 17:55:23
SRCH00013187,738259,Comedy Shows,CONT8856,CONT1314,0.1,2025-08-09 14:01:16
SRCH00013188,612668,IPL,CONT1804,CONT9005,0.45,2025-09-03 07:23:45
SRCH00013189,508624,IPL,CONT8989,CONT5941,0.43,2026-02-18 01:24:36
SRCH00013190,306959,KDrama,CONT1310,CONT3618,0.46,2025-06-23 21:07:43
SRCH00013191,442149,Sci-Fi,CONT8325,CONT2410,0.42,2025-10-30 06:40:08
SRCH00013192,236965,Comedy Shows,CONT3752,CONT7932,0.24,2026-04-08 03:14:05
SRCH00013193,274640,Action Movies,CONT5261,CONT5850,0.07,2026-04-18 09:03:47
SRCH00013194,898962,Sci-Fi,CONT6796,CONT8997,0.02,2026-03-05 06:30:36
SRCH00013195,165909,Comedy Shows,CONT7209,CONT1223,0.9,2025-10-28 04:46:20
SRCH00013196,184203,IPL,CONT2396,CONT3163,0.89,2025-07-23 20:19:45
SRCH00013197,793428,IPL,CONT7662,CONT6698,0.96,2025-07-27 20:43:49
SRCH00013198,216371,Sci-Fi,CONT9939,CONT3777,0.79,2026-01-04 14:40:48
SRCH00013199,909454,Sci-Fi,CONT3168,CONT4520,0.0,2026-01-23 02:37:56
SRCH00013200,197657,Comedy Shows,CONT4678,CONT9068,0.33,2025-06-07 00:50:28
SRCH00013201,957184,Sci-Fi,CONT6203,CONT1713,0.38,2025-07-26 15:38:07
SRCH00013202,578847,Sci-Fi,CONT8767,CONT5264,0.92,2025-11-09 04:56:04
SRCH00013203,563130,Sci-Fi,CONT2037,CONT3918,0.75,2025-10-07 08:11:48
SRCH00013204,652045,IPL,CONT5425,CONT2098,0.58,2026-05-04 08:14:31
SRCH00013205,926090,Comedy Shows,CONT3788,CONT2829,0.17,2025-08-14 04:15:19
SRCH00013206,329085,IPL,CONT1261,CONT6882,0.68,2026-02-21 11:09:32
SRCH00013207,483716,Action Movies,CONT4094,CONT1224,0.45,2025-09-10 14:34:03
SRCH00013208,436500,Action Movies,CONT1292,CONT2170,0.03,2025-08-04 23:23:33
SRCH00013209,322396,KDrama,CONT7128,CONT9219,0.55,2025-11-02 00:49:41
SRCH00013210,610562,IPL,CONT5639,CONT8596,0.93,2026-03-07 06:38:30
SRCH00013211,506930,Comedy Shows,CONT7884,CONT4035,0.89,2025-06-05 18:59:10
SRCH00013212,113024,KDrama,CONT7467,CONT5149,0.83,2025-07-15 08:52:02
SRCH00013213,270571,IPL,CONT8567,CONT3098,0.11,2025-09-25 11:04:36
SRCH00013214,333829,KDrama,CONT2599,CONT8034,0.22,2026-02-04 16:09:54
SRCH00013215,639659,IPL,CONT3290,CONT2276,0.26,2026-05-23 02:00:09
SRCH00013216,170914,Action Movies,CONT8182,CONT8594,0.62,2025-08-18 22:28:51
SRCH00013217,558663,Comedy Shows,CONT5123,CONT5513,0.53,2025-08-13 04:08:23
SRCH00013218,323975,IPL,CONT6553,CONT9936,0.07,2025-08-25 17:28:35
SRCH00013219,252831,IPL,CONT2123,CONT5397,0.69,2025-12-04 13:00:12
SRCH00013220,968044,KDrama,CONT6662,CONT3290,0.95,2025-07-08 12:54:56
SRCH00013221,125463,KDrama,CONT8171,CONT4727,0.23,2025-10-30 12:59:48
SRCH00013222,826335,KDrama,CONT6428,CONT8543,0.47,2025-11-24 10:17:05
SRCH00013223,567393,Sci-Fi,CONT6265,CONT9040,0.82,2026-04-16 21:25:09
SRCH00013224,659789,KDrama,CONT6285,CONT9974,0.32,2026-01-25 07:01:21
SRCH00013225,451670,Comedy Shows,CONT7894,CONT1010,0.31,2026-02-07 04:28:17
SRCH00013226,368159,Comedy Shows,CONT1428,CONT1183,0.57,2025-10-12 08:17:54
SRCH00013227,415499,IPL,CONT3094,CONT8809,0.02,2026-05-21 22:58:32
SRCH00013228,498174,IPL,CONT5523,CONT8821,0.36,2025-09-04 17:46:51
SRCH00013229,800482,Action Movies,CONT7881,CONT1919,0.53,2026-02-06 03:12:21
SRCH00013230,947289,KDrama,CONT6318,CONT4235,0.69,2026-05-17 14:11:33
SRCH00013231,785556,Comedy Shows,CONT6046,CONT5122,0.78,2025-10-03 16:45:15
SRCH00013232,375717,IPL,CONT7560,CONT2397,0.06,2025-11-06 00:02:07
SRCH00013233,869723,Comedy Shows,CONT4726,CONT6289,0.76,2026-03-16 19:58:07
SRCH00013234,416550,KDrama,CONT3318,CONT6449,0.82,2026-02-25 06:21:02
SRCH00013235,576973,Comedy Shows,CONT3016,CONT5607,0.44,2026-03-25 10:42:54
SRCH00013236,646498,IPL,CONT8245,CONT3100,0.29,2025-09-15 00:20:05
SRCH00013237,642875,Comedy Shows,CONT1266,CONT5426,0.46,2025-11-23 11:30:45
SRCH00013238,623619,Action Movies,CONT8284,CONT9093,0.68,2026-02-11 22:23:44
SRCH00013239,805979,IPL,CONT2434,CONT9198,0.36,2025-12-26 07:45:33
SRCH00013240,830163,Action Movies,CONT4278,CONT3926,0.38,2025-07-08 16:24:16
SRCH00013241,483938,Sci-Fi,CONT9141,CONT3654,0.86,2025-06-18 05:57:51
SRCH00013242,166915,Action Movies,CONT7681,CONT2891,0.94,2026-03-18 13:18:34
SRCH00013243,956922,KDrama,CONT2966,CONT8894,0.44,2025-10-29 07:42:07
SRCH00013244,268239,KDrama,CONT9335,CONT7136,0.82,2026-03-27 00:01:09
SRCH00013245,713264,Action Movies,CONT2497,CONT1080,0.88,2026-04-24 18:51:50
SRCH00013246,534598,KDrama,CONT1346,CONT6359,0.68,2025-07-16 14:09:06
SRCH00013247,192039,Action Movies,CONT6496,CONT4741,0.17,2026-05-06 16:18:03
SRCH00013248,463961,Sci-Fi,CONT8878,CONT7796,0.28,2025-10-07 13:05:13
SRCH00013249,106311,Action Movies,CONT8137,CONT1800,0.18,2026-04-27 10:00:12
SRCH00013250,891010,Sci-Fi,CONT5886,CONT5487,0.2,2025-08-19 13:05:14
SRCH00013251,467733,Comedy Shows,CONT3496,CONT6701,0.05,2025-05-31 06:50:02
SRCH00013252,329894,IPL,CONT8058,CONT4822,0.8,2025-12-21 12:19:31
SRCH00013253,684543,Comedy Shows,CONT1143,CONT1137,0.7,2025-06-08 21:41:32
SRCH00013254,475881,IPL,CONT8775,CONT5532,0.14,2025-08-29 21:14:47
SRCH00013255,966660,KDrama,CONT6848,CONT1064,0.94,2026-02-18 19:12:09
SRCH00013256,172992,KDrama,CONT3504,CONT8719,0.04,2026-01-27 11:03:57
SRCH00013257,779858,Comedy Shows,CONT9093,CONT3215,0.6,2026-04-23 14:19:16
SRCH00013258,573446,Sci-Fi,CONT9671,CONT3552,0.01,2026-02-15 01:52:42
SRCH00013259,706523,KDrama,CONT2907,CONT6450,0.82,2026-01-10 14:33:44
SRCH00013260,472312,Comedy Shows,CONT4935,CONT6609,0.75,2025-10-17 23:58:21
SRCH00013261,412439,Sci-Fi,CONT6518,CONT5708,0.74,2025-10-18 17:39:06
SRCH00013262,595029,IPL,CONT9995,CONT5027,0.63,2026-02-26 00:51:46
SRCH00013263,731926,Sci-Fi,CONT4927,CONT3750,0.34,2025-08-15 20:35:17
SRCH00013264,674027,Comedy Shows,CONT7529,CONT5428,0.68,2025-07-19 01:45:22
SRCH00013265,625092,Comedy Shows,CONT6443,CONT5033,0.69,2025-09-30 21:40:04
SRCH00013266,480248,Sci-Fi,CONT5959,CONT9598,0.42,2026-01-11 03:54:11
SRCH00013267,480138,Action Movies,CONT2962,CONT4711,0.37,2026-03-04 11:09:26
SRCH00013268,566512,Comedy Shows,CONT5672,CONT8592,0.14,2026-02-12 20:00:36
SRCH00013269,115451,Comedy Shows,CONT7879,CONT3529,0.89,2025-09-01 03:15:56
SRCH00013270,451865,Action Movies,CONT8357,CONT3377,0.6,2025-10-24 18:56:18
SRCH00013271,138990,Action Movies,CONT4373,CONT8740,0.89,2025-08-10 18:33:17
SRCH00013272,409168,Action Movies,CONT2201,CONT9386,0.7,2025-07-11 13:05:12
SRCH00013273,403698,KDrama,CONT6380,CONT2118,0.67,2025-06-04 20:28:53
SRCH00013274,515859,IPL,CONT1380,CONT6116,0.79,2026-01-06 16:49:19
SRCH00013275,129834,KDrama,CONT2554,CONT3035,0.23,2025-09-08 22:11:34
SRCH00013276,712855,KDrama,CONT6656,CONT2361,0.64,2025-10-21 12:23:17
SRCH00013277,485747,KDrama,CONT8293,CONT5249,0.67,2025-07-15 07:38:50
SRCH00013278,969205,Comedy Shows,CONT4322,CONT2797,0.52,2025-11-01 01:24:38
SRCH00013279,420685,KDrama,CONT8780,CONT1603,0.57,2025-08-28 14:16:09
SRCH00013280,737349,Comedy Shows,CONT5603,CONT8018,0.55,2025-06-29 07:46:31
SRCH00013281,595089,KDrama,CONT6293,CONT4197,0.95,2025-10-29 14:03:27
SRCH00013282,186834,Action Movies,CONT3032,CONT3053,0.13,2026-03-09 05:58:55
SRCH00013283,365045,Action Movies,CONT9501,CONT4643,0.37,2025-06-07 19:03:25
SRCH00013284,821059,IPL,CONT4529,CONT1406,0.53,2025-10-17 03:07:47
SRCH00013285,536451,Comedy Shows,CONT3453,CONT8660,0.0,2025-10-06 16:05:29
SRCH00013286,732513,KDrama,CONT8670,CONT8032,0.71,2025-07-14 23:04:26
SRCH00013287,496241,IPL,CONT5129,CONT2626,0.25,2025-10-09 08:50:48
SRCH00013288,471988,Action Movies,CONT1164,CONT8064,0.15,2025-10-02 06:44:42
SRCH00013289,919405,KDrama,CONT1168,CONT7158,0.31,2025-12-03 05:44:03
SRCH00013290,292823,IPL,CONT2809,CONT9321,0.58,2025-11-23 15:42:33
SRCH00013291,165163,Sci-Fi,CONT6320,CONT3096,0.23,2025-12-14 11:32:37
SRCH00013292,621130,KDrama,CONT1899,CONT7804,0.79,2025-12-30 03:38:16
SRCH00013293,459616,Comedy Shows,CONT1123,CONT4636,0.67,2025-06-20 14:59:31
SRCH00013294,558866,Action Movies,CONT9463,CONT3269,0.38,2026-03-16 10:33:22
SRCH00013295,720442,KDrama,CONT5146,CONT2308,0.02,2025-09-23 17:37:08
SRCH00013296,967145,Sci-Fi,CONT6006,CONT2624,0.53,2025-11-07 07:18:28
SRCH00013297,836867,IPL,CONT2401,CONT4135,0.84,2025-12-27 05:31:09
SRCH00013298,331085,Action Movies,CONT8189,CONT8171,0.65,2025-11-14 15:43:14
SRCH00013299,643125,KDrama,CONT8797,CONT8401,0.04,2026-04-05 16:03:24
SRCH00013300,549021,Comedy Shows,CONT1893,CONT8650,0.13,2025-10-03 06:36:39
SRCH00013301,997171,IPL,CONT2634,CONT7154,0.82,2026-01-07 13:52:41
SRCH00013302,552623,Comedy Shows,CONT7078,CONT2038,0.15,2025-09-01 09:14:41
SRCH00013303,710356,Sci-Fi,CONT4784,CONT3408,0.67,2025-12-31 13:51:52
SRCH00013304,785882,IPL,CONT7126,CONT7947,0.05,2025-12-14 05:05:32
SRCH00013305,452671,Sci-Fi,CONT6234,CONT8724,0.74,2026-03-30 15:40:15
SRCH00013306,269472,KDrama,CONT9410,CONT8694,0.1,2025-10-02 22:25:51
SRCH00013307,759541,IPL,CONT1307,CONT7450,0.67,2025-11-07 22:49:28
SRCH00013308,434007,KDrama,CONT8456,CONT3980,0.82,2025-10-02 10:12:39
SRCH00013309,411840,Sci-Fi,CONT8380,CONT1876,0.34,2025-11-20 16:38:18
SRCH00013310,115558,IPL,CONT1568,CONT6826,0.79,2025-08-21 15:54:09
SRCH00013311,445048,IPL,CONT9507,CONT5900,0.09,2026-04-04 19:15:06
SRCH00013312,261546,KDrama,CONT1219,CONT5154,0.38,2025-06-01 13:05:25
SRCH00013313,884984,Action Movies,CONT3147,CONT9730,0.78,2025-10-08 07:38:40
SRCH00013314,205891,Action Movies,CONT1874,CONT1726,0.84,2025-06-05 06:54:18
SRCH00013315,404755,Comedy Shows,CONT9930,CONT1257,0.38,2025-09-10 20:47:24
SRCH00013316,481863,Action Movies,CONT8110,CONT4521,0.24,2026-01-19 13:20:51
SRCH00013317,684233,Sci-Fi,CONT9234,CONT8524,0.07,2026-03-09 21:49:05
SRCH00013318,754067,Sci-Fi,CONT2964,CONT4605,0.25,2025-12-21 01:08:38
SRCH00013319,880645,Action Movies,CONT8211,CONT5802,0.01,2025-06-01 09:01:28
SRCH00013320,758520,Action Movies,CONT1435,CONT8878,0.39,2026-04-05 16:59:37
SRCH00013321,758812,KDrama,CONT7376,CONT8570,0.97,2026-02-15 12:58:16
SRCH00013322,512785,Comedy Shows,CONT3563,CONT4366,0.54,2025-08-02 14:13:56
SRCH00013323,120020,Comedy Shows,CONT4286,CONT5273,0.66,2025-08-23 11:12:13
SRCH00013324,736058,Action Movies,CONT3810,CONT5928,0.3,2025-08-13 02:01:59
SRCH00013325,192755,KDrama,CONT4936,CONT5249,0.92,2025-09-20 04:40:25
SRCH00013326,254804,Action Movies,CONT4314,CONT5369,0.55,2026-01-24 18:36:59
SRCH00013327,234103,Action Movies,CONT7353,CONT4195,0.29,2026-01-23 11:46:25
SRCH00013328,783861,IPL,CONT8534,CONT5031,0.39,2025-12-26 00:15:08
SRCH00013329,730985,Action Movies,CONT8955,CONT4552,0.38,2025-07-19 09:39:58
SRCH00013330,985841,IPL,CONT9034,CONT4062,0.86,2025-12-11 03:21:23
SRCH00013331,998726,IPL,CONT8827,CONT7835,0.83,2025-08-21 20:14:43
SRCH00013332,739835,KDrama,CONT5193,CONT9414,0.4,2026-01-12 14:20:55
SRCH00013333,736150,KDrama,CONT4084,CONT1353,0.66,2025-10-26 10:31:56
SRCH00013334,338995,KDrama,CONT7049,CONT1408,0.73,2026-04-26 01:15:21
SRCH00013335,206790,Sci-Fi,CONT3971,CONT1147,0.15,2025-05-29 19:56:35
SRCH00013336,749977,Comedy Shows,CONT5947,CONT3511,0.08,2025-10-15 07:27:02
SRCH00013337,429117,Action Movies,CONT4892,CONT3728,0.04,2025-12-24 07:18:29
SRCH00013338,772125,Comedy Shows,CONT6332,CONT9257,0.85,2026-01-19 22:46:03
SRCH00013339,445358,Sci-Fi,CONT3342,CONT2315,0.63,2025-09-26 22:48:06
SRCH00013340,372704,IPL,CONT2189,CONT2056,0.74,2026-02-27 13:48:39
SRCH00013341,896544,IPL,CONT4319,CONT3427,0.75,2026-02-14 18:31:15
SRCH00013342,498300,Action Movies,CONT6002,CONT7213,0.68,2025-09-18 05:03:56
SRCH00013343,896983,Sci-Fi,CONT6890,CONT8799,0.09,2025-11-23 00:45:14
SRCH00013344,156077,KDrama,CONT4678,CONT9599,0.61,2025-11-06 22:44:19
SRCH00013345,257809,Comedy Shows,CONT9346,CONT3953,0.06,2026-05-12 20:48:18
SRCH00013346,934540,IPL,CONT9610,CONT4144,0.29,2026-03-07 02:09:48
SRCH00013347,981801,Comedy Shows,CONT9988,CONT9813,0.62,2026-01-31 04:02:45
SRCH00013348,609633,Action Movies,CONT8813,CONT2786,0.78,2025-07-02 22:16:13
SRCH00013349,350517,IPL,CONT4791,CONT3660,0.13,2025-06-26 14:03:44
SRCH00013350,276909,KDrama,CONT1937,CONT2740,0.79,2025-09-24 09:04:57
SRCH00013351,924341,IPL,CONT2161,CONT4643,0.51,2025-12-07 13:16:46
SRCH00013352,349530,IPL,CONT4208,CONT2094,0.54,2026-02-20 11:19:36
SRCH00013353,474950,KDrama,CONT4567,CONT2327,0.21,2026-05-25 01:03:14
SRCH00013354,365563,Comedy Shows,CONT7110,CONT8186,0.02,2025-09-04 07:27:05
SRCH00013355,468728,IPL,CONT8923,CONT4176,0.1,2026-05-16 15:44:11
SRCH00013356,997373,KDrama,CONT6130,CONT3325,0.88,2025-09-16 05:16:51
SRCH00013357,205589,Action Movies,CONT8939,CONT4423,0.58,2025-11-10 21:51:02
SRCH00013358,542398,IPL,CONT9314,CONT1083,0.56,2025-11-08 18:50:58
SRCH00013359,350297,Action Movies,CONT1609,CONT8384,0.63,2025-07-25 15:56:32
SRCH00013360,459457,Sci-Fi,CONT7273,CONT8866,0.2,2025-09-19 18:55:35
SRCH00013361,215823,Action Movies,CONT8645,CONT3714,0.74,2025-06-24 01:13:09
SRCH00013362,963580,Action Movies,CONT7286,CONT2369,0.42,2025-10-09 23:40:01
SRCH00013363,244686,Comedy Shows,CONT5697,CONT5096,0.83,2026-03-09 11:51:55
SRCH00013364,331537,Comedy Shows,CONT6507,CONT8065,0.51,2025-12-31 04:53:41
SRCH00013365,357585,Sci-Fi,CONT1786,CONT6201,0.38,2025-08-02 22:05:46
SRCH00013366,384841,Sci-Fi,CONT2739,CONT6324,0.83,2026-01-18 15:35:54
SRCH00013367,263595,IPL,CONT5576,CONT3573,0.04,2025-11-15 10:20:56
SRCH00013368,295985,IPL,CONT5202,CONT2834,0.77,2026-05-12 17:08:19
SRCH00013369,762642,KDrama,CONT3599,CONT3558,0.1,2025-11-13 09:47:14
SRCH00013370,949347,Action Movies,CONT2915,CONT4795,0.55,2026-04-02 19:42:59
SRCH00013371,398540,Action Movies,CONT8503,CONT2346,0.66,2025-12-25 23:07:08
SRCH00013372,599279,KDrama,CONT6942,CONT1485,0.83,2025-07-20 16:54:19
SRCH00013373,401430,Sci-Fi,CONT6182,CONT6341,0.01,2025-07-31 16:43:15
SRCH00013374,503560,Comedy Shows,CONT3848,CONT8354,0.82,2025-09-16 23:28:02
SRCH00013375,385057,Action Movies,CONT2089,CONT2503,0.99,2025-06-13 03:22:26
SRCH00013376,303115,Action Movies,CONT8167,CONT7206,0.91,2025-06-09 23:09:20
SRCH00013377,677875,Sci-Fi,CONT4695,CONT6344,0.93,2026-03-11 06:34:02
SRCH00013378,223733,Comedy Shows,CONT3180,CONT8808,0.73,2025-10-30 22:06:32
SRCH00013379,412917,IPL,CONT1288,CONT1145,0.99,2026-03-01 11:09:40
SRCH00013380,932074,Comedy Shows,CONT7372,CONT3565,0.61,2025-09-30 20:45:08
SRCH00013381,936720,Comedy Shows,CONT8902,CONT6301,0.07,2026-04-19 20:16:11
SRCH00013382,258708,Comedy Shows,CONT7977,CONT7039,0.26,2025-09-18 11:12:45
SRCH00013383,122954,Sci-Fi,CONT2329,CONT2645,0.71,2025-06-10 04:12:35
SRCH00013384,172833,IPL,CONT3862,CONT3228,0.61,2025-09-09 04:53:14
SRCH00013385,503181,Action Movies,CONT1055,CONT9312,0.21,2025-12-18 16:32:22
SRCH00013386,881654,IPL,CONT3326,CONT8783,0.07,2025-06-27 03:02:15
SRCH00013387,563092,Action Movies,CONT6780,CONT1412,0.04,2025-10-05 16:21:55
SRCH00013388,475325,Sci-Fi,CONT4617,CONT8244,0.5,2025-10-27 22:23:33
SRCH00013389,278392,Sci-Fi,CONT5136,CONT7049,0.93,2026-05-21 23:48:36
SRCH00013390,176534,IPL,CONT7590,CONT6306,0.36,2026-02-27 00:19:00
SRCH00013391,884149,IPL,CONT7710,CONT5126,0.5,2025-08-12 07:19:18
SRCH00013392,470914,Comedy Shows,CONT2845,CONT1033,0.93,2026-04-21 05:58:23
SRCH00013393,517390,IPL,CONT3772,CONT6990,0.24,2025-10-22 03:29:09
SRCH00013394,838199,Sci-Fi,CONT1146,CONT8686,0.81,2025-11-21 19:16:54
SRCH00013395,162811,Action Movies,CONT2208,CONT7465,0.93,2025-09-01 15:19:49
SRCH00013396,918421,Sci-Fi,CONT4946,CONT9099,0.08,2025-12-18 10:46:32
SRCH00013397,377070,IPL,CONT4978,CONT6063,0.34,2025-11-26 01:31:22
SRCH00013398,124821,KDrama,CONT4252,CONT8951,0.8,2025-07-05 18:53:16
SRCH00013399,570008,KDrama,CONT1258,CONT2315,0.8,2026-02-16 08:18:14
SRCH00013400,985459,Comedy Shows,CONT2113,CONT8812,0.63,2025-06-01 00:55:44
SRCH00013401,217612,Comedy Shows,CONT9334,CONT4932,0.33,2025-11-14 14:36:15
SRCH00013402,909556,IPL,CONT5666,CONT2268,0.23,2025-10-14 17:20:04
SRCH00013403,197202,Sci-Fi,CONT8967,CONT1778,0.94,2025-08-04 20:49:17
SRCH00013404,203879,Sci-Fi,CONT8340,CONT4410,0.29,2025-10-29 06:22:38
SRCH00013405,913912,Sci-Fi,CONT2720,CONT3152,0.28,2025-11-21 01:13:21
SRCH00013406,276644,IPL,CONT6717,CONT3412,0.92,2026-01-08 17:23:23
SRCH00013407,471215,IPL,CONT4590,CONT6284,0.6,2025-06-08 07:51:21
SRCH00013408,945902,Action Movies,CONT2274,CONT4864,0.93,2026-05-16 06:16:11
SRCH00013409,523565,Action Movies,CONT9474,CONT9372,0.08,2026-05-04 10:26:45
SRCH00013410,938738,IPL,CONT3849,CONT5692,0.07,2026-02-04 22:11:16
SRCH00013411,783825,Comedy Shows,CONT1013,CONT8993,0.05,2025-12-28 12:23:02
SRCH00013412,220295,IPL,CONT1363,CONT6602,0.04,2026-02-21 02:38:20
SRCH00013413,205083,Comedy Shows,CONT7823,CONT1974,0.61,2025-06-12 04:23:56
SRCH00013414,883155,KDrama,CONT9735,CONT5232,0.39,2025-06-30 03:25:35
SRCH00013415,298706,IPL,CONT1705,CONT9148,0.68,2025-09-10 03:59:50
SRCH00013416,521191,Comedy Shows,CONT3469,CONT2768,0.19,2026-03-11 18:48:10
SRCH00013417,640074,Action Movies,CONT9999,CONT6741,0.69,2025-11-23 04:57:33
SRCH00013418,994432,Sci-Fi,CONT3153,CONT1934,0.55,2026-04-04 06:16:46
SRCH00013419,127151,Action Movies,CONT4209,CONT4598,0.01,2025-06-30 17:12:54
SRCH00013420,521510,KDrama,CONT9099,CONT2025,0.61,2025-10-02 09:28:21
SRCH00013421,664141,KDrama,CONT8468,CONT3193,0.59,2026-02-08 14:14:00
SRCH00013422,666127,Sci-Fi,CONT9379,CONT9985,0.55,2026-01-21 16:59:19
SRCH00013423,560199,Sci-Fi,CONT8528,CONT2902,0.98,2025-08-30 04:32:56
SRCH00013424,190889,KDrama,CONT4662,CONT5741,0.42,2026-05-21 04:51:58
SRCH00013425,224261,KDrama,CONT8258,CONT3895,0.4,2026-01-25 02:37:50
SRCH00013426,150722,KDrama,CONT9906,CONT1678,0.58,2025-11-23 19:57:10
SRCH00013427,621133,KDrama,CONT4130,CONT9706,0.71,2025-07-14 14:50:13
SRCH00013428,697610,IPL,CONT1107,CONT7443,0.98,2026-03-29 08:06:56
SRCH00013429,641001,KDrama,CONT1613,CONT6530,0.96,2026-05-03 22:37:22
SRCH00013430,182824,KDrama,CONT4238,CONT5994,0.51,2025-08-12 10:54:47
SRCH00013431,319152,KDrama,CONT3354,CONT3183,0.35,2026-01-20 09:08:06
SRCH00013432,338227,KDrama,CONT9180,CONT2126,0.6,2026-05-22 20:12:03
SRCH00013433,944203,Action Movies,CONT3344,CONT8008,0.7,2026-04-30 13:24:22
SRCH00013434,960792,IPL,CONT5915,CONT7967,0.1,2026-03-13 14:27:43
SRCH00013435,713533,IPL,CONT6166,CONT8799,0.47,2025-11-19 11:46:49
SRCH00013436,787713,KDrama,CONT7638,CONT4140,0.03,2026-02-28 22:29:01
SRCH00013437,538245,Sci-Fi,CONT8431,CONT4113,0.97,2026-03-16 06:33:03
SRCH00013438,213780,KDrama,CONT8705,CONT1150,0.69,2026-03-07 23:46:28
SRCH00013439,585020,Comedy Shows,CONT3083,CONT7992,0.78,2025-06-26 02:09:45
SRCH00013440,934647,KDrama,CONT9524,CONT5739,0.44,2025-06-01 10:37:12
SRCH00013441,986009,IPL,CONT5301,CONT1196,0.18,2025-10-04 17:36:07
SRCH00013442,900573,Action Movies,CONT8486,CONT8414,0.5,2025-11-26 18:31:01
SRCH00013443,826219,Comedy Shows,CONT2994,CONT8049,0.08,2025-08-26 06:13:05
SRCH00013444,912471,Comedy Shows,CONT4416,CONT6345,0.49,2025-08-12 12:47:42
SRCH00013445,410146,Action Movies,CONT5214,CONT6614,0.89,2026-02-23 23:51:11
SRCH00013446,935521,KDrama,CONT7169,CONT3919,0.19,2026-05-18 03:03:30
SRCH00013447,770841,IPL,CONT9178,CONT6166,0.68,2025-07-09 14:47:49
SRCH00013448,109100,KDrama,CONT3809,CONT6075,0.67,2025-10-20 07:54:37
SRCH00013449,990408,KDrama,CONT4268,CONT9015,0.76,2026-02-11 19:28:05
SRCH00013450,657512,IPL,CONT7250,CONT8856,0.49,2025-09-27 08:58:59
SRCH00013451,352707,Action Movies,CONT1880,CONT7634,0.73,2025-09-04 22:49:41
SRCH00013452,154457,Action Movies,CONT7609,CONT5667,0.32,2025-09-12 16:45:07
SRCH00013453,185060,Sci-Fi,CONT1785,CONT1059,0.32,2026-05-21 03:48:26
SRCH00013454,633148,Action Movies,CONT9908,CONT7870,0.94,2025-09-13 13:20:06
SRCH00013455,123217,Sci-Fi,CONT3643,CONT4174,0.82,2025-10-07 22:15:28
SRCH00013456,493644,KDrama,CONT3819,CONT3918,0.99,2025-12-04 15:16:48
SRCH00013457,362633,Sci-Fi,CONT2922,CONT2506,0.89,2026-02-06 12:09:47
SRCH00013458,892637,Sci-Fi,CONT7553,CONT5311,0.35,2025-12-30 17:54:13
SRCH00013459,135148,KDrama,CONT8414,CONT7031,0.83,2025-06-14 22:20:04
SRCH00013460,245081,KDrama,CONT7912,CONT2729,0.84,2025-11-26 18:22:37
SRCH00013461,469822,Action Movies,CONT6575,CONT4387,0.87,2025-09-17 08:48:46
SRCH00013462,957268,Action Movies,CONT8688,CONT7632,0.59,2025-09-20 12:45:32
SRCH00013463,833763,IPL,CONT3999,CONT9379,0.91,2025-06-07 03:33:09
SRCH00013464,900244,IPL,CONT4531,CONT3246,0.81,2026-04-18 07:55:17
SRCH00013465,132356,KDrama,CONT7776,CONT3427,0.39,2025-11-07 14:53:37
SRCH00013466,721943,Action Movies,CONT8740,CONT6902,0.58,2025-09-28 04:25:36
SRCH00013467,526865,Comedy Shows,CONT3818,CONT6642,0.21,2025-07-07 21:34:15
SRCH00013468,870969,Sci-Fi,CONT6429,CONT7568,0.76,2025-10-05 02:40:32
SRCH00013469,143286,Sci-Fi,CONT3376,CONT2224,0.57,2025-06-11 07:00:29
SRCH00013470,345192,Action Movies,CONT5954,CONT9644,0.45,2025-07-16 07:46:04
