CDN_Event_ID,Server_Region,Latency,Packet_Loss,Buffering_Spike,Failure_Code,Timestamp
CDN00009254,USA,422.35,6.78,True,500,2026-03-15 08:25:45
CDN00009255,Germany,45.19,3.66,True,200,2025-06-02 14:33:33
CDN00009256,Canada,50.96,1.89,False,400,2025-08-28 23:13:38
CDN00009257,UK,433.65,9.84,False,504,2026-05-16 04:30:12
CDN00009258,USA,244.97,4.79,False,504,2025-11-11 15:39:49
CDN00009259,UK,316.66,7.89,True,504,2025-12-30 02:15:39
CDN00009260,Germany,489.77,4.64,True,200,2025-05-30 00:56:31
CDN00009261,UK,130.87,1.99,True,502,2026-04-30 15:27:07
CDN00009262,UK,232.72,7.68,True,500,2025-10-18 15:42:09
CDN00009263,Canada,33.84,6.53,True,200,2026-02-12 23:08:08
CDN00009264,USA,213.17,4.96,True,504,2025-06-22 19:43:42
CDN00009265,Canada,167.52,8.7,False,500,2025-06-15 00:44:05
CDN00009266,India,358.17,2.85,False,500,2025-08-01 08:54:29
CDN00009267,UK,355.7,7.53,True,400,2025-12-22 15:13:59
CDN00009268,Canada,190.35,6.33,True,500,2025-10-07 14:28:02
CDN00009269,Canada,431.66,1.88,True,500,2026-03-26 10:16:07
CDN00009270,Germany,286.96,1.75,False,200,2026-02-06 03:36:19
CDN00009271,Germany,169.76,2.1,True,200,2025-06-07 18:33:55
CDN00009272,Germany,79.47,5.63,True,500,2025-10-27 12:51:55
CDN00009273,UK,240.51,5.28,False,200,2026-01-20 09:05:57
CDN00009274,India,458.98,8.23,True,200,2026-02-26 04:51:04
CDN00009275,UK,400.1,0.82,True,400,2025-09-30 00:18:50
CDN00009276,India,445.89,8.0,True,500,2026-02-15 18:56:10
CDN00009277,UK,169.86,8.12,False,502,2025-12-11 18:34:05
CDN00009278,UK,32.68,7.19,False,504,2026-05-20 09:06:04
CDN00009279,Germany,72.36,6.49,False,500,2025-08-15 08:49:34
CDN00009280,Canada,142.52,5.04,True,504,2025-09-18 11:20:37
CDN00009281,Canada,163.35,5.66,True,400,2025-06-24 20:39:56
CDN00009282,India,234.56,2.8,True,500,2025-10-07 13:18:30
CDN00009283,Canada,42.69,6.58,True,502,2026-01-11 22:17:16
CDN00009284,Germany,442.87,7.55,True,500,2025-11-15 03:35:49
CDN00009285,Canada,477.13,3.01,True,500,2025-10-29 23:05:48
CDN00009286,Canada,184.55,6.11,False,400,2025-06-11 21:47:48
CDN00009287,UK,408.42,9.03,True,504,2026-03-21 08:14:52
CDN00009288,Germany,475.43,3.45,True,502,2025-10-26 08:46:24
CDN00009289,Germany,351.07,0.83,False,502,2026-05-27 20:53:10
CDN00009290,USA,462.12,1.25,True,400,2025-06-06 21:44:19
CDN00009291,Canada,491.71,1.43,False,504,2026-03-26 13:48:15
CDN00009292,UK,41.1,9.82,False,500,2026-05-10 10:40:00
CDN00009293,UK,402.41,4.93,True,400,2026-04-06 21:40:33
CDN00009294,India,405.85,5.0,False,400,2025-06-17 19:15:33
CDN00009295,India,164.34,4.42,False,400,2026-05-02 17:41:15
CDN00009296,Germany,125.36,8.85,False,200,2026-02-25 12:10:36
CDN00009297,Canada,36.21,0.29,True,502,2025-06-24 01:33:14
CDN00009298,UK,351.32,8.02,False,200,2026-02-09 19:49:42
CDN00009299,USA,40.16,0.3,False,502,2025-08-07 21:46:47
CDN00009300,India,333.34,0.32,False,502,2025-07-23 02:13:13
CDN00009301,USA,463.09,0.88,True,500,2026-05-25 23:29:50
CDN00009302,India,179.3,7.01,True,504,2025-08-03 18:34:14
CDN00009303,USA,427.52,1.5,True,400,2026-01-07 20:41:15
CDN00009304,USA,233.18,7.74,False,200,2025-11-01 22:08:50
CDN00009305,India,138.86,7.42,False,400,2025-08-16 11:51:37
CDN00009306,India,19.21,8.01,True,400,2025-07-19 15:51:28
CDN00009307,USA,87.46,9.52,False,400,2026-02-11 15:18:56
CDN00009308,India,208.29,8.74,False,504,2025-09-22 22:54:53
CDN00009309,USA,150.45,5.4,True,504,2025-06-04 15:07:23
CDN00009310,Germany,137.74,4.49,False,400,2026-01-05 15:54:44
CDN00009311,Canada,214.51,3.2,True,200,2025-09-22 02:20:31
CDN00009312,UK,194.28,7.76,False,200,2025-05-30 02:16:17
CDN00009313,India,20.27,9.62,True,504,2026-05-19 02:51:13
CDN00009314,UK,388.83,8.07,False,200,2026-02-10 06:42:17
CDN00009315,India,61.37,2.77,True,504,2025-11-16 17:33:58
CDN00009316,India,437.05,4.47,True,500,2025-12-29 01:41:14
CDN00009317,UK,336.39,6.7,False,200,2026-02-24 03:48:58
CDN00009318,Germany,465.51,2.09,True,502,2026-01-22 11:37:16
CDN00009319,USA,294.51,0.89,False,400,2025-08-10 08:54:08
CDN00009320,UK,247.51,1.0,True,400,2026-01-27 15:23:18
CDN00009321,Germany,449.31,3.01,False,504,2026-05-25 03:19:14
CDN00009322,USA,436.99,1.53,True,502,2025-09-11 05:24:46
CDN00009323,Germany,251.98,8.81,True,502,2025-10-20 11:20:30
CDN00009324,UK,99.44,2.91,False,500,2025-10-27 10:01:40
CDN00009325,UK,15.59,2.48,True,502,2025-06-14 06:36:46
CDN00009326,India,137.82,7.24,False,502,2025-05-31 16:13:52
CDN00009327,UK,126.69,6.43,False,502,2025-07-29 12:12:51
CDN00009328,Germany,329.73,9.28,True,502,2026-02-14 01:55:04
CDN00009329,Canada,261.25,2.99,True,200,2025-11-21 05:10:57
CDN00009330,Germany,330.91,1.29,True,500,2026-04-19 00:10:05
CDN00009331,Canada,164.42,8.34,True,504,2026-03-08 01:10:52
CDN00009332,USA,90.22,9.19,False,504,2026-04-20 02:20:03
CDN00009333,Canada,131.79,8.79,True,502,2025-12-03 14:08:05
CDN00009334,Germany,122.53,3.27,True,200,2025-05-28 17:07:10
CDN00009335,UK,463.83,0.49,False,400,2026-02-05 08:13:48
CDN00009336,India,230.53,3.01,True,400,2026-01-17 03:54:40
CDN00009337,USA,421.32,8.88,True,400,2026-05-19 11:29:21
CDN00009338,USA,489.25,7.17,False,502,2026-01-01 01:36:58
CDN00009339,Germany,205.13,0.74,True,502,2025-09-12 06:49:11
CDN00009340,UK,306.87,1.79,True,200,2026-04-08 10:17:45
CDN00009341,Canada,132.3,3.63,True,400,2026-01-12 10:44:20
CDN00009342,India,295.46,7.24,False,504,2026-03-06 08:58:14
CDN00009343,USA,390.03,0.35,True,504,2025-12-08 15:22:51
CDN00009344,UK,224.84,7.8,False,400,2026-03-02 17:09:19
CDN00009345,India,342.89,9.6,True,504,2025-08-06 05:13:56
CDN00009346,India,248.07,4.24,False,400,2025-12-15 05:00:55
CDN00009347,UK,381.94,9.55,False,504,2025-08-25 19:25:35
CDN00009348,USA,296.05,6.22,True,504,2025-05-30 20:29:49
CDN00009349,Germany,164.29,5.24,False,502,2026-03-02 22:19:24
CDN00009350,India,457.54,0.5,False,200,2025-12-26 23:02:15
CDN00009351,India,409.28,4.73,False,504,2026-05-19 22:15:39
CDN00009352,Germany,200.51,2.17,True,400,2026-01-15 06:21:15
CDN00009353,Canada,19.34,2.92,False,400,2025-09-05 06:37:31
CDN00009354,India,210.46,5.11,True,200,2025-06-01 22:04:21
CDN00009355,UK,175.81,8.54,True,502,2026-03-03 02:17:36
CDN00009356,USA,202.74,0.27,False,200,2025-10-07 11:39:22
CDN00009357,Canada,47.63,7.07,False,504,2025-10-30 19:43:33
CDN00009358,UK,246.36,2.36,False,504,2025-08-22 23:15:24
CDN00009359,Canada,77.66,9.57,False,504,2025-09-21 00:58:44
CDN00009360,India,265.24,3.5,True,200,2026-01-05 10:06:48
CDN00009361,Canada,333.32,6.02,True,200,2026-04-14 07:18:48
CDN00009362,USA,461.71,3.84,True,500,2026-02-13 10:04:44
CDN00009363,UK,124.61,2.96,True,200,2025-07-09 05:03:47
CDN00009364,Germany,245.5,0.96,False,500,2026-03-31 10:09:08
CDN00009365,USA,65.54,4.22,True,500,2025-11-24 15:47:15
CDN00009366,USA,16.92,6.5,True,400,2026-03-18 15:45:58
CDN00009367,USA,412.84,8.48,True,504,2026-04-15 08:00:54
CDN00009368,Canada,376.11,4.02,True,500,2025-08-05 09:18:02
CDN00009369,Canada,287.25,2.89,True,504,2025-06-12 02:32:53
CDN00009370,UK,154.25,8.75,False,400,2026-05-20 21:38:08
CDN00009371,USA,36.77,1.22,False,200,2025-07-21 07:17:05
CDN00009372,Canada,298.53,2.9,True,502,2025-09-08 23:41:46
CDN00009373,Germany,223.18,0.53,True,200,2025-12-10 21:38:37
CDN00009374,Germany,194.62,1.95,False,200,2025-11-24 09:37:58
CDN00009375,USA,255.82,2.94,False,500,2026-05-18 03:04:05
CDN00009376,UK,468.21,1.14,False,500,2026-03-28 14:30:15
CDN00009377,USA,304.24,2.27,False,200,2025-11-26 05:21:47
CDN00009378,UK,41.08,4.94,True,500,2025-08-11 07:45:38
CDN00009379,India,425.74,2.82,True,200,2025-12-12 03:17:43
CDN00009380,UK,459.96,3.99,False,504,2025-10-30 23:05:19
CDN00009381,Canada,115.02,0.68,False,502,2025-07-31 20:31:29
CDN00009382,USA,138.64,3.96,True,504,2025-11-20 04:56:44
CDN00009383,India,354.19,9.21,True,200,2026-03-21 00:41:28
CDN00009384,Germany,400.73,0.93,True,504,2026-04-26 03:09:14
CDN00009385,USA,120.16,2.29,False,500,2026-01-13 22:08:42
CDN00009386,Germany,198.59,1.4,False,504,2025-09-06 01:42:41
CDN00009387,Canada,447.94,1.77,True,502,2026-04-14 07:23:45
CDN00009388,Canada,57.51,5.99,True,500,2025-06-28 21:08:51
CDN00009389,Germany,87.93,7.74,True,504,2025-06-08 22:34:40
CDN00009390,USA,424.97,0.85,True,200,2025-10-24 10:08:44
CDN00009391,Germany,365.94,6.76,False,504,2025-06-22 14:25:13
CDN00009392,USA,244.7,9.2,False,200,2025-11-19 22:24:37
CDN00009393,India,480.28,7.39,True,400,2025-08-01 22:01:23
CDN00009394,India,6.66,1.77,False,200,2026-03-04 23:44:53
CDN00009395,USA,299.54,8.93,True,500,2025-07-22 12:43:56
CDN00009396,Canada,441.54,3.33,False,504,2026-02-15 04:11:01
CDN00009397,Canada,169.67,2.16,True,504,2026-01-12 15:46:19
CDN00009398,UK,59.6,9.85,True,504,2026-01-26 15:45:40
CDN00009399,USA,67.94,9.94,True,400,2025-07-07 01:36:22
CDN00009400,Canada,401.17,6.04,True,502,2026-01-16 12:30:51
CDN00009401,USA,130.58,7.68,True,504,2025-06-01 14:36:32
CDN00009402,India,490.07,2.93,True,500,2026-01-14 11:05:24
CDN00009403,USA,50.78,2.55,False,502,2026-03-12 01:50:13
CDN00009404,Germany,107.99,1.89,False,400,2026-05-03 12:55:54
CDN00009405,India,359.95,4.68,False,504,2025-06-09 18:12:08
CDN00009406,India,409.03,5.53,False,504,2026-01-26 01:50:52
CDN00009407,UK,189.39,7.73,False,504,2025-10-04 19:37:10
CDN00009408,India,415.54,5.8,False,500,2025-07-04 05:21:05
CDN00009409,Germany,383.07,1.9,True,502,2026-05-06 23:41:17
CDN00009410,Canada,302.33,6.71,True,504,2025-11-24 22:26:07
CDN00009411,Germany,457.27,4.06,True,500,2025-10-14 22:08:05
CDN00009412,Germany,105.65,6.4,True,500,2026-04-04 02:38:08
CDN00009413,USA,414.42,5.74,False,400,2025-07-19 23:37:24
CDN00009414,Germany,182.13,0.37,True,500,2025-08-05 08:39:33
CDN00009415,India,189.95,1.63,True,200,2025-06-11 19:09:30
CDN00009416,Germany,491.75,7.05,True,400,2025-09-22 06:14:32
CDN00009417,India,307.72,9.57,True,500,2026-02-04 16:01:02
CDN00009418,UK,62.51,1.22,False,400,2025-06-19 10:03:11
CDN00009419,UK,300.32,2.58,False,400,2026-01-08 15:54:06
CDN00009420,USA,280.31,5.82,False,200,2025-05-30 07:37:20
CDN00009421,Germany,304.01,6.16,True,504,2025-06-30 07:21:56
CDN00009422,Canada,475.69,1.01,True,502,2026-01-09 11:56:50
CDN00009423,Germany,352.93,3.32,True,500,2025-06-19 09:33:14
CDN00009424,USA,119.07,3.64,True,200,2025-06-29 09:08:43
CDN00009425,UK,215.73,8.37,True,504,2026-03-19 09:41:51
CDN00009426,UK,384.65,2.85,False,500,2025-05-31 08:52:02
CDN00009427,Canada,1.78,9.11,True,504,2025-12-16 15:49:48
CDN00009428,Canada,220.46,9.99,True,200,2026-01-25 22:21:52
CDN00009429,Germany,315.86,0.15,True,500,2025-10-26 11:15:04
CDN00009430,USA,333.77,5.52,True,500,2025-10-20 17:43:53
CDN00009431,Canada,298.87,2.79,True,504,2025-12-24 08:38:52
CDN00009432,UK,488.11,7.77,False,200,2025-08-22 06:06:20
CDN00009433,Germany,458.36,4.0,True,502,2026-02-18 17:56:14
CDN00009434,Germany,151.42,3.37,False,500,2025-10-03 06:10:25
CDN00009435,UK,417.71,2.48,False,500,2025-07-05 15:19:17
CDN00009436,USA,379.01,0.97,True,400,2026-03-27 05:34:17
CDN00009437,USA,211.86,7.44,False,504,2025-11-07 00:20:28
CDN00009438,USA,489.37,9.59,False,502,2025-06-21 04:51:25
CDN00009439,USA,88.49,5.11,False,500,2025-10-16 12:12:00
CDN00009440,USA,348.98,6.9,False,504,2025-09-23 06:01:15
CDN00009441,UK,63.83,5.94,True,200,2026-02-16 08:06:58
CDN00009442,UK,243.41,7.27,True,504,2025-09-11 05:30:18
CDN00009443,Germany,92.08,9.3,True,502,2025-06-20 04:01:56
CDN00009444,Canada,262.24,8.05,False,502,2026-05-22 05:27:21
CDN00009445,UK,141.17,2.22,True,504,2025-11-03 11:20:41
CDN00009446,UK,480.01,6.28,False,502,2025-12-28 23:18:10
CDN00009447,Canada,381.24,6.78,False,500,2025-10-07 19:31:36
CDN00009448,Canada,187.86,4.82,False,200,2026-03-05 13:21:45
CDN00009449,USA,287.55,9.47,True,400,2025-10-17 02:16:20
CDN00009450,USA,230.86,1.84,True,500,2025-12-27 18:01:17
CDN00009451,Canada,140.93,1.0,True,504,2025-10-29 19:15:33
CDN00009452,Canada,115.43,7.89,True,502,2025-11-27 06:52:28
CDN00009453,USA,67.29,5.07,True,500,2026-04-22 18:51:20
CDN00009454,USA,29.32,1.43,False,504,2025-08-25 09:07:48
CDN00009455,Germany,412.27,1.62,False,504,2026-01-26 00:38:45
CDN00009456,USA,237.72,5.04,False,502,2025-12-28 10:58:32
CDN00009457,Canada,142.8,2.91,False,400,2025-06-26 05:43:17
CDN00009458,Germany,118.56,9.22,True,504,2026-03-19 18:16:13
CDN00009459,Canada,395.85,7.14,False,500,2025-08-30 22:13:26
CDN00009460,UK,11.27,7.13,True,502,2026-04-04 10:07:32
CDN00009461,Canada,93.9,0.71,True,504,2026-05-11 13:03:01
CDN00009462,USA,365.66,7.32,True,400,2025-08-29 02:44:32
CDN00009463,India,255.48,9.3,False,400,2025-07-28 01:32:08
CDN00009464,India,269.76,2.93,False,200,2025-09-15 18:22:14
CDN00009465,Germany,220.21,8.27,False,502,2025-07-18 08:36:56
CDN00009466,USA,348.85,1.29,False,400,2026-02-16 12:27:49
CDN00009467,USA,273.04,5.32,True,504,2025-09-02 21:15:25
CDN00009468,USA,27.79,7.58,False,200,2025-08-06 00:35:09
CDN00009469,Germany,291.99,6.24,True,504,2025-10-10 06:03:51
CDN00009470,Canada,228.56,0.27,False,400,2025-12-27 21:41:02
CDN00009471,UK,198.26,8.37,True,400,2025-09-10 17:35:25
CDN00009472,UK,449.03,3.42,True,500,2025-06-04 04:23:44
CDN00009473,USA,429.27,8.11,True,400,2026-03-23 13:20:37
CDN00009474,Canada,317.11,0.17,True,400,2025-12-01 07:25:48
CDN00009475,Canada,5.58,6.51,False,200,2025-07-27 11:10:28
CDN00009476,Canada,480.58,0.47,True,500,2026-04-30 14:40:50
CDN00009477,USA,322.91,3.97,True,502,2025-06-26 18:11:32
CDN00009478,Canada,193.7,2.19,False,200,2025-12-28 01:26:34
CDN00009479,Germany,254.11,6.71,True,400,2026-04-11 16:13:34
CDN00009480,USA,457.49,8.13,True,400,2025-06-07 14:32:22
CDN00009481,UK,92.51,7.4,False,200,2025-11-30 19:37:42
CDN00009482,Germany,253.82,3.66,True,500,2025-07-09 00:14:18
CDN00009483,UK,289.91,8.86,True,200,2025-12-28 22:45:31
CDN00009484,Canada,420.17,4.31,True,502,2025-11-19 07:50:11
CDN00009485,Germany,256.36,3.67,False,400,2026-04-18 11:04:55
CDN00009486,Germany,119.96,8.47,False,400,2026-03-27 17:17:08
CDN00009487,Germany,378.69,0.29,True,400,2026-02-03 12:54:09
CDN00009488,UK,342.3,5.24,False,400,2026-01-02 10:23:40
CDN00009489,USA,53.79,7.05,True,502,2025-07-05 06:35:13
CDN00009490,USA,45.02,8.5,False,502,2025-10-03 12:16:44
CDN00009491,Canada,206.88,2.05,True,504,2026-03-20 15:39:49
CDN00009492,Canada,68.56,4.69,False,200,2026-05-14 14:14:23
CDN00009493,USA,377.43,3.71,True,504,2025-11-08 04:55:45
CDN00009494,India,376.25,3.42,True,400,2025-11-25 03:18:43
CDN00009495,Canada,301.23,2.79,True,502,2025-08-07 15:48:09
CDN00009496,India,203.33,0.74,False,504,2025-08-29 05:58:38
CDN00009497,Canada,58.69,9.28,True,200,2025-10-13 02:52:34
CDN00009498,Germany,285.44,7.4,True,400,2026-04-24 23:12:14
CDN00009499,Germany,280.24,5.62,True,502,2025-11-26 10:01:06
CDN00009500,India,330.27,9.92,False,502,2025-07-23 12:42:32
CDN00009501,India,119.36,6.69,False,500,2025-12-04 06:11:46
CDN00009502,Canada,21.23,5.94,True,502,2026-05-25 15:12:03
CDN00009503,Canada,276.19,8.24,True,400,2025-10-29 16:37:18
CDN00009504,USA,295.01,4.03,False,400,2025-07-18 12:31:55
CDN00009505,UK,28.48,9.15,True,500,2025-05-28 10:32:29
CDN00009506,India,495.1,4.2,False,502,2025-08-23 01:32:12
CDN00009507,Germany,233.72,9.96,True,200,2025-12-12 22:13:43
CDN00009508,Germany,214.46,3.74,True,504,2026-05-06 07:31:06
CDN00009509,UK,354.6,5.24,True,400,2026-05-10 02:34:37
CDN00009510,UK,339.42,6.08,True,200,2025-09-11 23:03:28
CDN00009511,Germany,128.44,0.48,False,500,2025-07-16 05:56:53
CDN00009512,USA,275.45,9.57,False,200,2026-01-11 15:22:06
CDN00009513,India,286.36,6.42,False,500,2026-04-17 08:18:48
CDN00009514,USA,81.7,4.42,True,200,2026-01-05 20:32:25
CDN00009515,Germany,137.22,4.3,True,502,2025-06-13 19:04:28
CDN00009516,Canada,188.42,5.68,True,502,2026-02-11 21:15:28
CDN00009517,Canada,480.19,2.26,False,504,2026-04-26 16:48:21
CDN00009518,Germany,308.86,4.69,True,502,2025-09-28 05:41:43
CDN00009519,Germany,62.04,1.99,True,200,2026-05-08 05:11:14
CDN00009520,Canada,483.56,9.03,False,502,2026-03-10 06:37:03
CDN00009521,Germany,302.0,2.03,True,400,2025-07-23 21:51:07
CDN00009522,Germany,145.65,7.39,False,400,2026-02-23 06:53:25
CDN00009523,UK,13.75,9.62,True,504,2025-12-19 12:18:14
CDN00009524,India,3.67,9.86,True,500,2026-04-15 11:50:30
CDN00009525,USA,409.54,8.3,True,502,2025-05-29 19:32:54
CDN00009526,USA,71.09,8.85,False,400,2025-09-22 03:11:20
CDN00009527,UK,476.95,4.52,False,504,2026-04-14 09:51:59
CDN00009528,USA,231.27,8.16,True,504,2025-06-20 13:31:51
CDN00009529,USA,496.17,2.48,False,400,2025-10-31 22:16:54
CDN00009530,USA,211.57,2.07,True,504,2025-08-20 15:08:16
CDN00009531,Canada,276.6,4.4,True,500,2025-06-22 18:38:04
CDN00009532,India,469.53,1.48,False,200,2026-04-08 00:43:11
CDN00009533,Germany,122.47,9.67,False,500,2026-02-03 04:56:11
CDN00009534,Canada,131.28,9.85,True,504,2025-07-03 11:13:14
CDN00009535,Canada,469.08,0.01,True,400,2025-11-02 05:16:22
CDN00009536,India,275.52,5.03,True,400,2025-06-25 00:03:28
CDN00009537,India,401.3,0.03,False,504,2026-03-28 12:28:22
CDN00009538,Canada,170.74,9.98,False,200,2026-02-16 09:52:43
CDN00009539,Germany,8.57,8.3,False,504,2026-01-21 20:32:41
CDN00009540,USA,230.9,0.97,False,500,2026-05-12 05:04:47
CDN00009541,Germany,374.51,5.64,True,504,2025-09-07 07:14:05
CDN00009542,Germany,349.64,8.49,False,502,2025-07-21 09:45:46
CDN00009543,UK,297.45,7.38,True,400,2025-09-09 00:48:04
CDN00009544,Germany,143.2,1.71,True,400,2026-01-01 12:03:05
CDN00009545,USA,158.68,2.31,True,400,2026-01-27 18:25:04
CDN00009546,Canada,343.2,7.89,False,504,2025-10-03 02:50:20
CDN00009547,USA,92.42,7.68,False,200,2025-12-27 19:54:24
CDN00009548,Canada,486.72,7.22,False,200,2026-03-23 02:40:19
CDN00009549,Canada,371.9,9.08,True,200,2026-02-05 03:02:33
CDN00009550,Germany,367.87,1.08,True,500,2026-04-30 09:36:24
CDN00009551,Canada,27.04,2.88,True,502,2026-05-05 13:35:35
CDN00009552,Germany,282.63,8.01,True,400,2026-04-17 17:49:03
CDN00009553,UK,101.64,8.92,False,504,2026-05-19 18:03:10
CDN00009554,Germany,444.96,7.05,True,504,2026-01-08 07:14:15
CDN00009555,India,56.44,4.29,True,500,2026-05-22 03:46:02
CDN00009556,Canada,118.02,9.07,True,200,2025-10-19 03:01:04
CDN00009557,India,324.96,4.4,True,502,2025-07-20 12:49:24
CDN00009558,UK,166.03,0.82,False,500,2026-04-17 02:24:36
CDN00009559,Germany,30.35,2.41,False,504,2025-07-18 02:26:19
CDN00009560,Germany,160.75,3.66,True,500,2026-03-30 21:54:40
CDN00009561,Canada,431.28,5.33,True,400,2026-05-11 08:13:33
CDN00009562,Canada,132.07,0.51,True,400,2025-06-09 20:45:45
CDN00009563,Germany,6.94,6.31,False,500,2025-12-02 15:50:43
CDN00009564,USA,48.15,4.33,True,504,2025-08-25 07:23:17
CDN00009565,Canada,163.67,2.05,False,400,2025-12-31 06:11:43
CDN00009566,USA,262.0,3.01,False,500,2026-03-28 18:30:08
CDN00009567,India,496.27,5.56,True,500,2025-09-15 05:21:51
CDN00009568,Canada,253.84,0.69,False,200,2025-08-17 04:04:52
CDN00009569,Germany,370.43,5.03,False,504,2025-09-27 07:02:02
CDN00009570,UK,495.33,2.14,True,400,2025-06-27 10:11:40
CDN00009571,Germany,468.75,8.24,True,400,2025-08-25 06:08:15
CDN00009572,Germany,387.35,0.78,True,200,2026-03-30 17:34:03
CDN00009573,Canada,115.94,0.38,True,500,2025-11-01 22:34:41
CDN00009574,UK,311.0,8.88,True,502,2025-08-09 14:02:15
CDN00009575,Canada,299.36,1.64,False,200,2025-07-25 13:53:01
CDN00009576,India,446.49,4.86,True,502,2025-10-25 11:58:16
CDN00009577,Germany,269.63,2.59,False,500,2026-01-28 20:23:15
CDN00009578,USA,256.01,0.88,True,500,2025-11-15 09:00:25
CDN00009579,India,269.01,1.02,True,200,2026-03-03 15:44:36
CDN00009580,USA,407.45,8.98,True,200,2025-11-19 13:11:58
CDN00009581,Canada,460.0,8.04,False,500,2026-02-01 00:03:03
CDN00009582,India,117.17,4.49,False,200,2025-07-10 07:38:51
CDN00009583,USA,346.2,8.9,False,502,2026-01-31 03:07:45
CDN00009584,UK,326.25,2.18,False,504,2025-12-10 23:43:30
CDN00009585,Canada,465.96,5.01,True,504,2025-08-31 14:11:07
CDN00009586,Canada,82.51,10.0,False,500,2025-06-06 22:56:37
CDN00009587,Canada,478.13,3.28,True,502,2026-02-09 21:42:41
CDN00009588,USA,269.85,7.54,True,502,2026-01-03 03:22:35
CDN00009589,India,100.91,6.26,False,504,2026-05-21 00:34:23
CDN00009590,Germany,16.62,7.85,True,200,2025-07-27 14:31:25
CDN00009591,UK,296.86,9.23,False,504,2025-11-13 13:15:01
CDN00009592,Germany,14.54,4.5,False,502,2025-08-15 09:01:47
CDN00009593,USA,307.16,6.68,True,504,2025-06-18 22:45:32
CDN00009594,Canada,412.37,4.28,True,400,2026-05-13 13:44:16
CDN00009595,Germany,268.7,8.77,False,502,2025-08-02 10:18:57
CDN00009596,USA,119.11,5.53,False,502,2025-11-28 14:30:38
CDN00009597,UK,280.96,8.43,False,502,2026-04-12 12:40:58
CDN00009598,India,219.84,9.99,True,502,2025-08-13 23:14:30
CDN00009599,Germany,184.03,6.34,False,400,2026-01-10 22:18:14
CDN00009600,USA,265.12,5.21,True,500,2025-10-19 20:17:11
CDN00009601,India,485.75,2.07,True,502,2026-03-26 08:21:06
CDN00009602,UK,200.23,5.82,False,200,2026-04-09 11:17:33
CDN00009603,Canada,170.89,6.04,True,502,2025-08-02 01:59:27
CDN00009604,Canada,1.82,8.66,True,400,2026-03-10 23:45:27
CDN00009605,Canada,413.28,2.21,False,504,2025-12-29 15:55:42
CDN00009606,Canada,222.54,6.26,True,504,2025-07-25 19:44:41
CDN00009607,UK,471.09,5.23,True,400,2025-06-06 05:11:44
CDN00009608,Canada,325.97,6.18,False,502,2025-06-25 03:28:25
CDN00009609,USA,149.16,7.69,True,504,2026-02-12 14:41:55
CDN00009610,Canada,45.95,4.92,True,504,2025-06-16 05:42:30
CDN00009611,USA,429.28,3.63,True,400,2025-11-11 02:41:49
CDN00009612,Canada,194.95,4.15,False,504,2026-05-22 09:45:15
CDN00009613,Canada,63.33,1.25,False,400,2026-03-11 21:44:49
CDN00009614,India,47.49,2.32,False,200,2025-11-29 19:30:53
CDN00009615,USA,451.75,8.18,True,502,2026-03-11 19:11:33
CDN00009616,Canada,427.72,5.73,True,504,2026-03-14 11:48:54
CDN00009617,Germany,468.76,2.32,False,504,2025-07-20 07:49:20
CDN00009618,Germany,193.61,4.32,True,504,2025-11-06 21:50:41
CDN00009619,Germany,33.25,6.57,False,502,2026-05-11 13:31:06
CDN00009620,Canada,9.09,3.67,True,200,2026-02-04 12:28:13
CDN00009621,India,311.84,9.87,False,502,2025-11-18 15:06:17
CDN00009622,India,85.56,3.65,True,502,2025-06-01 19:58:41
CDN00009623,India,76.46,8.48,True,502,2025-07-04 16:51:56
CDN00009624,USA,392.57,6.62,True,504,2025-09-08 02:45:02
CDN00009625,USA,246.6,6.25,True,200,2026-03-01 04:36:08
CDN00009626,USA,234.57,2.4,True,500,2025-07-06 16:55:28
CDN00009627,UK,192.91,0.19,True,502,2025-08-30 19:24:25
CDN00009628,USA,392.89,1.59,False,502,2025-08-18 18:49:26
CDN00009629,Germany,220.53,6.88,False,504,2025-11-17 02:49:06
CDN00009630,Canada,421.59,3.53,True,200,2025-06-01 16:26:39
CDN00009631,India,121.39,0.53,True,400,2025-12-28 04:56:08
CDN00009632,Germany,38.31,3.58,False,400,2026-03-21 10:14:54
CDN00009633,India,494.1,8.26,True,500,2025-12-12 16:29:17
CDN00009634,UK,29.35,7.52,True,504,2025-12-16 06:28:44
CDN00009635,UK,245.36,2.67,True,500,2025-07-06 04:56:12
CDN00009636,Canada,352.84,4.16,True,502,2026-02-01 08:57:38
CDN00009637,Germany,15.1,6.54,True,500,2025-12-28 22:31:00
CDN00009638,Canada,269.29,7.26,False,502,2025-10-14 11:04:41
CDN00009639,UK,49.41,0.12,True,500,2025-12-04 20:09:36
CDN00009640,India,15.67,9.77,False,502,2025-06-12 19:47:13
CDN00009641,India,320.23,5.33,True,500,2025-08-10 19:46:14
CDN00009642,UK,34.1,6.2,True,500,2025-08-25 00:47:26
CDN00009643,UK,409.0,3.52,False,200,2025-09-16 22:15:51
CDN00009644,Germany,84.2,4.14,False,504,2026-04-16 15:11:24
CDN00009645,India,426.93,4.99,True,504,2026-01-23 11:55:03
CDN00009646,USA,290.21,0.56,False,502,2025-10-17 21:42:38
CDN00009647,India,311.19,1.53,False,504,2025-07-18 17:00:28
CDN00009648,Canada,404.45,6.3,False,200,2025-10-19 12:38:27
